Objeto,Data,GEO_ID
"IP023460416BR","05/08/2018",2717
"IP023460420BR","05/08/2018",2717
"IP023460433BR","05/08/2018",2718
"IP023460447BR","05/08/2018",2718
"IP023460455BR","05/08/2018",2719
"IP023460464BR","05/08/2018",2719
"IP023460478BR","05/08/2018",2719
"IP023460481BR","05/08/2018",2720
"IP023460495BR","05/08/2018",2720
"IP023460504BR","05/08/2018",2720
"IP023460518BR","05/08/2018",2721
"IP023460521BR","05/08/2018",2722
"IP023460535BR","05/08/2018",2722
"IP023460549BR","05/08/2018",2723
"IP023460552BR","05/08/2018",2723
"IP023460566BR","05/08/2018",2724
"IP023460570BR","05/08/2018",2724
"IP023460583BR","05/08/2018",2725
"IP023460597BR","05/08/2018",2725
"IP023460606BR","05/08/2018",2726
"IP023460610BR","05/08/2018",2726
"IP023460623BR","05/08/2018",2726
"IP023460637BR","05/08/2018",2727
"IP023460645BR","05/08/2018",2727
"IP023460654BR","05/08/2018",2728
"IP023460668BR","05/08/2018",2728
"IP023460671BR","05/08/2018",2728
"IP023460685BR","05/08/2018",2728
"IP023460699BR","05/08/2018",2729
"IP023460708BR","05/08/2018",2729
"IP023460711BR","05/08/2018",2729
"IP023460725BR","05/08/2018",2730
"IP023460739BR","05/08/2018",2730
"IP023460742BR","05/08/2018",2731
"IP023460756BR","05/08/2018",2731
"IP023460760BR","05/08/2018",2731
"IP023460773BR","05/08/2018",2732
"IP023460787BR","05/08/2018",2733
"IP023460795BR","05/08/2018",2733
"IP023460800BR","05/08/2018",2733
"IP023460813BR","05/08/2018",2734
"IP023460827BR","05/08/2018",2734
"IP023460835BR","05/08/2018",2735
"IP023460844BR","05/08/2018",2735
"IP023460858BR","05/08/2018",2735
"IP023460861BR","05/08/2018",2736
"IP023460875BR","05/08/2018",2736
"IP023460889BR","05/08/2018",2736
"IP023460892BR","05/08/2018",2736
"IP023460901BR","05/08/2018",2737
"IP023460915BR","05/08/2018",2737
"IP023460929BR","05/08/2018",2738
"IP023460932BR","05/08/2018",2738
"IP023460946BR","05/08/2018",2738
"IP023460950BR","05/08/2018",2739
"IP023460963BR","05/08/2018",2739
"IP023460977BR","05/08/2018",2740
"IP023460985BR","05/08/2018",2740
"IP023460994BR","05/08/2018",2741
"IP023461005BR","05/08/2018",2741
"IP023461014BR","05/08/2018",2741
"IP023461028BR","05/08/2018",2742
"IP023461031BR","05/08/2018",2742
"IP023461045BR","05/08/2018",2742
"IP023461059BR","05/08/2018",2742
"IP023461062BR","05/08/2018",2743
"IP023461076BR","05/08/2018",2744
"IP023461080BR","05/08/2018",2744
"IP023461093BR","05/08/2018",2744
"IP023461102BR","05/08/2018",2744
"IP023461116BR","05/08/2018",2745
"IP023461120BR","05/08/2018",2745
"IP023461133BR","05/08/2018",2745
"IP023461147BR","05/08/2018",2746
"IP023461155BR","05/08/2018",2747
"IP023461164BR","05/08/2018",2747
"IP023461178BR","05/08/2018",2748
"IP023461181BR","05/08/2018",2748
"IP023461195BR","05/08/2018",2748
"IP023461204BR","05/08/2018",2749
"IP023461218BR","05/08/2018",2749
"IP023461221BR","05/08/2018",2749
"IP023461235BR","05/08/2018",2749
"IP023461249BR","05/08/2018",2750
"IP023461252BR","05/08/2018",2750
"IP023461266BR","05/08/2018",2750
"IP023461270BR","05/08/2018",2751
"IP023461283BR","05/08/2018",2751
"IP023461297BR","05/08/2018",2751
"IP023461306BR","05/08/2018",2752
"IP023461310BR","05/08/2018",2752
"IP023461323BR","05/08/2018",2753
"IP023461337BR","05/08/2018",2753
"IP023461345BR","05/08/2018",2754
"IP023461354BR","05/08/2018",2754
"IP023461368BR","05/08/2018",2755
"IP023461371BR","05/08/2018",2755
"IP023461385BR","05/08/2018",2756
"IP023461399BR","05/08/2018",2757
"IP023461408BR","05/08/2018",2757
"IP023461411BR","05/08/2018",2758
"IP023461425BR","05/08/2018",2759
"IP023461439BR","05/08/2018",2760
"IP023461442BR","05/08/2018",2760
"IP023461456BR","05/08/2018",2761
"IP023461460BR","05/08/2018",2761
"IP023461473BR","05/08/2018",2761
"IP023461487BR","05/08/2018",2762
"IP023461495BR","05/08/2018",2762
"IP023461500BR","05/08/2018",2762
"IP023461513BR","05/08/2018",2762
"IP023461527BR","05/08/2018",2763
"IP023461535BR","05/08/2018",2763
"IP023461544BR","05/08/2018",2764
"IP023461558BR","05/08/2018",2765
"IP023461561BR","05/08/2018",2765
"IP023461575BR","05/08/2018",2765
"IP023461589BR","05/08/2018",2766
"IP023461592BR","05/08/2018",2766
"IP023461601BR","05/08/2018",2767
"IP023461615BR","05/08/2018",2767
"IP023461629BR","05/08/2018",2767
"IP023461632BR","05/08/2018",2767
"IP023461646BR","05/08/2018",2768
"IP023461650BR","05/08/2018",2768
"IP023461663BR","05/08/2018",2768
"IP023461677BR","05/08/2018",2769
"IP023461685BR","05/08/2018",2769
"IP023461694BR","05/08/2018",2769
"IP023461703BR","05/08/2018",2769
"IP023461717BR","05/08/2018",2770
"IP023461725BR","05/08/2018",2770
"IP023461734BR","05/08/2018",2770
"IP023461748BR","05/08/2018",2770
"IP023461751BR","05/08/2018",2771
"IP023461765BR","05/08/2018",2771
"IP023461779BR","05/08/2018",2772
"IP023461782BR","05/08/2018",2772
"IP023461796BR","05/08/2018",2772
"IP023461805BR","05/08/2018",2772
"IP023461819BR","05/08/2018",2772
"IP023461822BR","05/08/2018",2773
"IP023461836BR","05/08/2018",2597
"IP023461840BR","05/08/2018",2597
"IP023461853BR","05/08/2018",2597
"IP023461867BR","05/08/2018",2775
"IP023461875BR","05/08/2018",2776
"IP023461884BR","05/08/2018",2776
"IP023461898BR","05/08/2018",2776
"IP023461907BR","05/08/2018",2777
"IP023461915BR","05/08/2018",2777
"IP023461924BR","05/08/2018",2777
"IP023461938BR","05/08/2018",2778
"IP023461941BR","05/08/2018",2778
"IP023461955BR","05/08/2018",2778
"IP023461969BR","05/08/2018",2778
"IP023461972BR","05/08/2018",2779
"IP023461986BR","05/08/2018",2779
"IP023461990BR","05/08/2018",2779
"IP023462006BR","05/08/2018",2780
"IP023462010BR","05/08/2018",2780
"IP023462023BR","05/08/2018",2780
"IP023462037BR","05/08/2018",2781
"IP023462045BR","05/08/2018",2781
"IP023462054BR","05/08/2018",2782
"IP023462068BR","05/08/2018",2782
"IP023462071BR","05/08/2018",2783
"IP023462085BR","05/08/2018",2783
"IP023462099BR","05/08/2018",2783
"IP023462108BR","05/08/2018",2784
"IP023462111BR","05/08/2018",2784
"IP023462125BR","05/08/2018",2784
"IP023462139BR","05/08/2018",2785
"IP023462142BR","05/08/2018",2785
"IP023462156BR","05/08/2018",2786
"IP023462160BR","05/08/2018",2786
"IP023462173BR","05/08/2018",2787
"IP023462187BR","05/08/2018",2787
"IP023462195BR","05/08/2018",2788
"IP023462200BR","05/08/2018",2788
"IP023462213BR","05/08/2018",2788
"IP023462227BR","05/08/2018",2789
"IP023462235BR","05/08/2018",2789
"IP023462244BR","05/08/2018",2790
"IP023462258BR","05/08/2018",2791
"IP023462261BR","05/08/2018",2792
"IP023462275BR","05/08/2018",2792
"IP023462289BR","05/08/2018",2793
"IP023462292BR","05/08/2018",2793
"IP023462301BR","05/08/2018",2794
"IP023462315BR","05/08/2018",2794
"IP023462329BR","05/08/2018",2795
"IP023462332BR","05/08/2018",2796
"IP023462346BR","05/08/2018",2797
"IP023462350BR","05/08/2018",2798
"IP023462363BR","05/08/2018",2560
"IP023462377BR","05/08/2018",2560
"IP023462385BR","05/08/2018",2560
"IP023462394BR","05/08/2018",2561
"IP023462403BR","05/08/2018",2561
"IP023462417BR","05/08/2018",2562
"IP023462425BR","05/08/2018",2562
"IP023462434BR","05/08/2018",2563
"IP023462448BR","05/08/2018",2563
"IP023462451BR","05/08/2018",2564
"IP023462465BR","05/08/2018",2564
"IP023462479BR","05/08/2018",2564
"IP023462482BR","05/08/2018",2565
"IP023462496BR","05/08/2018",2565
"IP023462505BR","05/08/2018",2566
"IP023462519BR","05/08/2018",2566
"IP023462522BR","05/08/2018",2567
"IP023462536BR","05/08/2018",2567
"IP023462540BR","05/08/2018",2568
"IP023462553BR","05/08/2018",2568
"IP023462567BR","05/08/2018",2568
"IP023462575BR","05/08/2018",2569
"IP023462584BR","05/08/2018",2569
"IP023462598BR","05/08/2018",2570
"IP023462607BR","05/08/2018",2570
"IP023462615BR","05/08/2018",2571
"IP023462624BR","05/08/2018",2571
"IP023462638BR","05/08/2018",2572
"IP023462641BR","05/08/2018",2572
"IP023462655BR","05/08/2018",2572
"IP023462669BR","05/08/2018",2573
"IP023462672BR","05/08/2018",2573
"IP023462686BR","05/08/2018",2574
"IP023462690BR","05/08/2018",2574
"IP023462709BR","05/08/2018",2575
"IP023462712BR","05/08/2018",2575
"IP023462726BR","05/08/2018",2576
"IP023462730BR","05/08/2018",2576
"IP023462743BR","05/08/2018",2577
"IP023462757BR","05/08/2018",2577
"IP023462765BR","05/08/2018",2578
"IP023462774BR","05/08/2018",2579
"IP023462788BR","05/08/2018",2579
"IP023462791BR","05/08/2018",2580
"IP023462805BR","05/08/2018",2581
"IP023462814BR","05/08/2018",2581
"IP023462828BR","05/08/2018",2582
"IP023462831BR","05/08/2018",2582
"IP023462845BR","05/08/2018",2582
"IP023462859BR","05/08/2018",2583
"IP023462862BR","05/08/2018",2583
"IP023462876BR","05/08/2018",2584
"IP023462880BR","05/08/2018",2585
"IP023462893BR","05/08/2018",2585
"IP023462902BR","05/08/2018",2586
"IP023462916BR","05/08/2018",2586
"IP023462920BR","05/08/2018",2587
"IP023462933BR","05/08/2018",2587
"IP023462947BR","05/08/2018",2587
"IP023462955BR","05/08/2018",2587
"IP023462964BR","05/08/2018",2588
"IP023462978BR","05/08/2018",2588
"IP023462981BR","05/08/2018",2588
"IP023462995BR","05/08/2018",2588
"IP023463001BR","05/08/2018",2589
"IP023463015BR","05/08/2018",2589
"IP023463029BR","05/08/2018",2589
"IP023463032BR","05/08/2018",2589
"IP023463046BR","05/08/2018",2590
"IP023463050BR","05/08/2018",2590
"IP023463063BR","05/08/2018",2590
"IP023463077BR","05/08/2018",2590
"IP023463085BR","05/08/2018",2591
"IP023463094BR","05/08/2018",2591
"IP023463103BR","05/08/2018",2591
"IP023463117BR","05/08/2018",2592
"IP023463125BR","05/08/2018",2592
"IP023463134BR","05/08/2018",2593
"IP023463148BR","05/08/2018",2593
"IP023463151BR","05/08/2018",2593
"IP023463165BR","05/08/2018",2594
"IP023463179BR","05/08/2018",2594
"IP023463182BR","05/08/2018",2594
"IP023463196BR","05/08/2018",2594
"IP023463205BR","05/08/2018",2595
"IP023463219BR","05/08/2018",2595
"IP023463222BR","05/08/2018",2595
"IP023463236BR","05/08/2018",2595
"IP023463240BR","05/08/2018",2596
"IP023463253BR","05/08/2018",2597
"IP023463267BR","05/08/2018",2597
"IP023463275BR","05/08/2018",2597
"IP023463284BR","05/08/2018",2598
"IP023463298BR","05/08/2018",2598
"IP023463307BR","05/08/2018",2599
"IP023463315BR","05/08/2018",2599
"IP023463324BR","05/08/2018",2599
"IP023463338BR","05/08/2018",2600
"IP023463341BR","05/08/2018",2600
"IP023463355BR","05/08/2018",2600
"IP023463369BR","05/08/2018",2601
"IP023463372BR","05/08/2018",2601
"IP023463386BR","05/08/2018",2602
"IP023463390BR","05/08/2018",2602
"IP023463409BR","05/08/2018",2603
"IP023463412BR","05/08/2018",2603
"IP023463426BR","05/08/2018",2604
"IP023463430BR","05/08/2018",2604
"IP023463443BR","05/08/2018",2605
"IP023463457BR","05/08/2018",2605
"IP023463465BR","05/08/2018",2606
"IP023463474BR","05/08/2018",2606
"IP023463488BR","05/08/2018",2606
"IP023463491BR","05/08/2018",2606
"IP023463505BR","05/08/2018",2607
"IP023463514BR","05/08/2018",2607
"IP023463528BR","05/08/2018",2608
"IP023463531BR","05/08/2018",2608
"IP023463545BR","05/08/2018",2609
"IP023463559BR","05/08/2018",2609
"IP023463562BR","05/08/2018",2609
"IP023463576BR","05/08/2018",2610
"IP023463580BR","05/08/2018",2610
"IP023463593BR","05/08/2018",2610
"IP023463602BR","05/08/2018",2610
"IP023463616BR","05/08/2018",2611
"IP023463620BR","05/08/2018",2611
"IP023463633BR","05/08/2018",2611
"IP023463647BR","05/08/2018",2611
"IP023463655BR","05/08/2018",2612
"IP023463664BR","05/08/2018",2612
"IP023463678BR","05/08/2018",2613
"IP023463681BR","05/08/2018",2613
"IP023463695BR","05/08/2018",2613
"IP023463704BR","05/08/2018",2613
"IP023463718BR","05/08/2018",2614
"IP023463721BR","05/08/2018",2614
"IP023463735BR","05/08/2018",2615
"IP023463749BR","05/08/2018",2615
"IP023463752BR","05/08/2018",2616
"IP023463766BR","05/08/2018",2616
"IP023463770BR","05/08/2018",2616
"IP023463783BR","05/08/2018",2617
"IP023463797BR","05/08/2018",2617
"IP023463806BR","05/08/2018",2617
"IP023463810BR","05/08/2018",2618
"IP023463823BR","05/08/2018",2618
"IP023463837BR","05/08/2018",2618
"IP023463845BR","05/08/2018",2619
"IP023463854BR","05/08/2018",2619
"IP023463868BR","05/08/2018",2619
"IP023463871BR","05/08/2018",2620
"IP023463885BR","05/08/2018",2620
"IP023463899BR","05/08/2018",2621
"IP023463908BR","05/08/2018",2622
"IP023463911BR","05/08/2018",2622
"IP023463925BR","05/08/2018",2622
"IP023463939BR","05/08/2018",2623
"IP023463942BR","05/08/2018",2624
"IP023463956BR","05/08/2018",2624
"IP023463960BR","05/08/2018",2625
"IP023463973BR","05/08/2018",2625
"IP023463987BR","05/08/2018",2625
"IP023463995BR","05/08/2018",2626
"IP023464007BR","05/08/2018",2626
"IP023464015BR","05/08/2018",2627
"IP023464024BR","05/08/2018",2627
"IP023464038BR","05/08/2018",2627
"IP023464041BR","05/08/2018",2628
"IP023464055BR","05/08/2018",2628
"IP023464069BR","05/08/2018",2628
"IP023464072BR","05/08/2018",2628
"IP023464086BR","05/08/2018",2629
"IP023464090BR","05/08/2018",2629
"IP023464109BR","05/08/2018",2629
"IP023464112BR","05/08/2018",2630
"IP023464126BR","05/08/2018",2630
"IP023464130BR","05/08/2018",2630
"IP023464143BR","05/08/2018",2630
"IP023464157BR","05/08/2018",2631
"IP023464165BR","05/08/2018",2631
"IP023464174BR","05/08/2018",2632
"IP023464188BR","05/08/2018",2632
"IP023464191BR","05/08/2018",2632
"IP023464205BR","05/08/2018",2632
"IP023464214BR","05/08/2018",2633
"IP023464228BR","05/08/2018",2634
"IP023464231BR","05/08/2018",2634
"IP023464245BR","05/08/2018",2634
"IP023464259BR","05/08/2018",2635
"IP023464262BR","05/08/2018",2635
"IP023464276BR","05/08/2018",2635
"IP023464280BR","05/08/2018",2635
"IP023464293BR","05/08/2018",2636
"IP023464302BR","05/08/2018",2636
"IP023464316BR","05/08/2018",2636
"IP023464320BR","05/08/2018",2637
"IP023464333BR","05/08/2018",2637
"IP023464347BR","05/08/2018",2637
"IP023464355BR","05/08/2018",2637
"IP023464364BR","05/08/2018",2638
"IP023464378BR","05/08/2018",2638
"IP023464381BR","05/08/2018",2638
"IP023464395BR","05/08/2018",2639
"IP023464404BR","05/08/2018",2639
"IP023464418BR","05/08/2018",2639
"IP023464421BR","05/08/2018",2640
"IP023464435BR","05/08/2018",2640
"IP023464449BR","05/08/2018",2640
"IP023464452BR","05/08/2018",2641
"IP023464466BR","05/08/2018",2641
"IP023464470BR","05/08/2018",2642
"IP023464483BR","05/08/2018",2642
"IP023464497BR","05/08/2018",2643
"IP023464506BR","05/08/2018",2643
"IP023464510BR","05/08/2018",2643
"IP023464523BR","05/08/2018",2644
"IP023464537BR","05/08/2018",2644
"IP023464545BR","05/08/2018",2644
"IP023464554BR","05/08/2018",2644
"IP023464568BR","05/08/2018",2645
"IP023464571BR","05/08/2018",2645
"IP023464585BR","05/08/2018",2646
"IP023464599BR","05/08/2018",2646
"IP023464608BR","05/08/2018",2647
"IP023464611BR","05/08/2018",2648
"IP023464625BR","05/08/2018",2649
"IP023464639BR","05/08/2018",2649
"IP023464642BR","05/08/2018",2649
"IP023464656BR","05/08/2018",2650
"IP023464660BR","05/08/2018",2650
"IP023464673BR","05/08/2018",2650
"IP023464687BR","05/08/2018",2651
"IP023464695BR","05/08/2018",2651
"IP023464700BR","05/08/2018",2651
"IP023464713BR","05/08/2018",2652
"IP023464727BR","05/08/2018",2652
"IP023464735BR","05/08/2018",2653
"IP023464744BR","05/08/2018",2653
"IP023464758BR","05/08/2018",2654
"IP023464761BR","05/08/2018",2654
"IP023464775BR","05/08/2018",2655
"IP023464789BR","05/08/2018",2655
"IP023464792BR","05/08/2018",2656
"IP023464801BR","05/08/2018",2656
"IP023464815BR","05/08/2018",2657
"IP023464829BR","05/08/2018",2657
"IP023464832BR","05/08/2018",2657
"IP023464846BR","05/08/2018",2658
"IP023464850BR","05/08/2018",2658
"IP023464863BR","05/08/2018",2659
"IP023464877BR","05/08/2018",2659
"IP023464885BR","05/08/2018",2659
"IP023464894BR","05/08/2018",2660
"IP023464903BR","05/08/2018",2661
"IP023464917BR","05/08/2018",2662
"IP023464925BR","05/08/2018",2663
"IP023464934BR","05/08/2018",2663
"IP023464948BR","05/08/2018",2664
"IP023464951BR","05/08/2018",2664
"IP023464965BR","05/08/2018",2665
"IP023464979BR","05/08/2018",2665
"IP023464982BR","05/08/2018",2666
"IP023464996BR","05/08/2018",2666
"IP023465002BR","05/08/2018",2666
"IP023465016BR","05/08/2018",2667
"IP023465020BR","05/08/2018",2667
"IP023465033BR","05/08/2018",2667
"IP023465047BR","05/08/2018",2667
"IP023465055BR","05/08/2018",2668
"IP023465064BR","05/08/2018",2668
"IP023465078BR","05/08/2018",2668
"IP023465081BR","05/08/2018",2669
"IP023465095BR","05/08/2018",2669
"IP023465104BR","05/08/2018",2670
"IP023465118BR","05/08/2018",2670
"IP023465121BR","05/08/2018",2671
"IP023465135BR","05/08/2018",2671
"IP023465149BR","05/08/2018",2671
"IP023465152BR","05/08/2018",2671
"IP023465166BR","05/08/2018",2671
"IP023465170BR","05/08/2018",2671
"IP023465183BR","05/08/2018",2672
"IP023465197BR","05/08/2018",2673
"IP023465206BR","05/08/2018",2673
"IP023465210BR","05/08/2018",2673
"IP023465223BR","05/08/2018",2674
"IP023465237BR","05/08/2018",2674
"IP023465245BR","05/08/2018",2675
"IP023465254BR","05/08/2018",2675
"IP023465268BR","05/08/2018",2676
"IP023465271BR","05/08/2018",2676
"IP023465285BR","05/08/2018",2677
"IP023465299BR","05/08/2018",2677
"IP023465308BR","05/08/2018",2678
"IP023465311BR","05/08/2018",2679
"IP023465325BR","05/08/2018",2679
"IP023465339BR","05/08/2018",2679
"IP023465342BR","05/08/2018",2679
"IP023465356BR","05/08/2018",2680
"IP023465360BR","05/08/2018",2681
"IP023465373BR","05/08/2018",2681
"IP023465387BR","05/08/2018",2682
"IP023465395BR","05/08/2018",2683
"IP023465400BR","05/08/2018",2683
"IP023465413BR","05/08/2018",2684
"IP023465427BR","05/08/2018",2684
"IP023465435BR","05/08/2018",2684
"IP023465444BR","05/08/2018",2685
"IP023465458BR","05/08/2018",2685
"IP023465461BR","05/08/2018",2686
"IP023465475BR","05/08/2018",2686
"IP023465489BR","05/08/2018",2686
"IP023465492BR","05/08/2018",2687
"IP023465501BR","05/08/2018",2687
"IP023465515BR","05/08/2018",2687
"IP023465529BR","05/08/2018",2688
"IP023465532BR","05/08/2018",2688
"IP023465546BR","05/08/2018",2688
"IP023465550BR","05/08/2018",2689
"IP023465563BR","05/08/2018",2689
"IP023465577BR","05/08/2018",2690
"IP023465585BR","05/08/2018",2690
"IP023465594BR","05/08/2018",2691
"IP023465603BR","05/08/2018",2691
"IP023465617BR","05/08/2018",2691
"IP023465625BR","05/08/2018",2691
"IP023465634BR","05/08/2018",2692
"IP023465648BR","05/08/2018",2692
"IP023465651BR","05/08/2018",2692
"IP023465665BR","05/08/2018",2693
"IP023465679BR","05/08/2018",2694
"IP023465682BR","05/08/2018",2694
"IP023465696BR","05/08/2018",2694
"IP023465705BR","05/08/2018",2695
"IP023465719BR","05/08/2018",2695
"IP023465722BR","05/08/2018",2695
"IP023465736BR","05/08/2018",2696
"IP023465740BR","05/08/2018",2696
"IP023465753BR","05/08/2018",2697
"IP023465767BR","05/08/2018",2697
"IP023465775BR","05/08/2018",2698
"IP023465784BR","05/08/2018",2698
"IP023465798BR","05/08/2018",2698
"IP023465807BR","05/08/2018",2699
"IP023465815BR","05/08/2018",2699
"IP023465824BR","05/08/2018",2699
"IP023465838BR","05/08/2018",2699
"IP023465841BR","05/08/2018",2700
"IP023465855BR","05/08/2018",2700
"IP023465869BR","05/08/2018",2700
"IP023465872BR","05/08/2018",2700
"IP023465886BR","05/08/2018",2701
"IP023465890BR","05/08/2018",2701
"IP023465909BR","05/08/2018",2702
"IP023465912BR","05/08/2018",2702
"IP023465926BR","05/08/2018",2702
"IP023465930BR","05/08/2018",2703
"IP023465943BR","05/08/2018",2703
"IP023465957BR","05/08/2018",2704
"IP023465965BR","05/08/2018",2704
"IP023465974BR","05/08/2018",2705
"IP023465988BR","05/08/2018",2705
"IP023465991BR","05/08/2018",2706
"IP023466008BR","05/08/2018",2706
"IP023466011BR","05/08/2018",2706
"IP023466025BR","05/08/2018",2706
"IP023466039BR","05/08/2018",2707
"IP023466042BR","05/08/2018",2707
"IP023466056BR","05/08/2018",2707
"IP023466060BR","05/08/2018",2707
"IP023466073BR","05/08/2018",2707
"IP023466087BR","05/08/2018",2708
"IP023466095BR","05/08/2018",2708
"IP023466100BR","05/08/2018",2709
"IP023466113BR","05/08/2018",2709
"IP023466127BR","05/08/2018",2710
"IP023466135BR","05/08/2018",2710
"IP023466144BR","05/08/2018",2711
"IP023466158BR","05/08/2018",2711
"IP023466161BR","05/08/2018",2711
"IP023466175BR","05/08/2018",2711
"IP023466189BR","05/08/2018",2711
"IP023466192BR","05/08/2018",2712
"IP023466201BR","05/08/2018",2712
"IP023466215BR","05/08/2018",2712
"IP023466229BR","05/08/2018",2713
"IP023466232BR","05/08/2018",2714
"IP023466246BR","05/08/2018",2714
"IP023466250BR","05/08/2018",2715
"IP023466263BR","05/08/2018",2715
"IP023466277BR","05/08/2018",2715
"IP023466285BR","05/08/2018",2716
"IP023466294BR","05/08/2018",2716
"IP023466303BR","05/08/2018",2716
"IP023466317BR","05/08/2018",2717
"IP023466325BR","05/08/2018",2717
"IP023466334BR","05/08/2018",2717
"IP023466348BR","05/08/2018",2718
"IP023466351BR","05/08/2018",2718
"IP023466365BR","05/08/2018",2719
"IP023466379BR","05/08/2018",2719
"IP023466382BR","05/08/2018",2719
"IP023466396BR","05/08/2018",2720
"IP023466405BR","05/08/2018",2720
"IP023466419BR","05/08/2018",2720
"IP023466422BR","05/08/2018",2721
"IP023466436BR","05/08/2018",2721
"IP023466440BR","05/08/2018",2722
"IP023466453BR","05/08/2018",2722
"IP023466467BR","05/08/2018",2723
"IP023466475BR","05/08/2018",2723
"IP023466484BR","05/08/2018",2724
"IP023466498BR","05/08/2018",2724
"IP023466507BR","05/08/2018",2725
"IP023466515BR","05/08/2018",2725
"IP023466524BR","05/08/2018",2726
"IP023466538BR","05/08/2018",2726
"IP023466541BR","05/08/2018",2726
"IP023466555BR","05/08/2018",2727
"IP023466569BR","05/08/2018",2727
"IP023466572BR","05/08/2018",2727
"IP023466586BR","05/08/2018",2728
"IP023466590BR","05/08/2018",2728
"IP023466609BR","05/08/2018",2728
"IP023466612BR","05/08/2018",2728
"IP023466626BR","05/08/2018",2729
"IP023466630BR","05/08/2018",2729
"IP023466643BR","05/08/2018",2729
"IP023466657BR","05/08/2018",2730
"IP023466665BR","05/08/2018",2730
"IP023466674BR","05/08/2018",2730
"IP023466688BR","05/08/2018",2731
"IP023466691BR","05/08/2018",2731
"IP023466705BR","05/08/2018",2731
"IP023466714BR","05/08/2018",2732
"IP023466728BR","05/08/2018",2732
"IP023466731BR","05/08/2018",2733
"IP023466745BR","05/08/2018",2733
"IP023466759BR","05/08/2018",2733
"IP023466762BR","05/08/2018",2734
"IP023466776BR","05/08/2018",2734
"IP023466780BR","05/08/2018",2735
"IP023466793BR","05/08/2018",2735
"IP023466802BR","05/08/2018",2735
"IP023466816BR","05/08/2018",2736
"IP023466820BR","05/08/2018",2736
"IP023466833BR","05/08/2018",2736
"IP023466847BR","05/08/2018",2736
"IP023466855BR","05/08/2018",2737
"IP023466864BR","05/08/2018",2737
"IP023466878BR","05/08/2018",2737
"IP023466881BR","05/08/2018",2738
"IP023466895BR","05/08/2018",2738
"IP023466904BR","05/08/2018",2738
"IP023466918BR","05/08/2018",2739
"IP023466921BR","05/08/2018",2739
"IP023466935BR","05/08/2018",2740
"IP023466949BR","05/08/2018",2740
"IP023466952BR","05/08/2018",2741
"IP023466966BR","05/08/2018",2741
"IP023466970BR","05/08/2018",2741
"IP023466983BR","05/08/2018",2742
"IP023466997BR","05/08/2018",2742
"IP023467003BR","05/08/2018",2742
"IP023467017BR","05/08/2018",2742
"IP023467025BR","05/08/2018",2743
"IP023467034BR","05/08/2018",2743
"IP023467048BR","05/08/2018",2744
"IP023467051BR","05/08/2018",2744
"IP023467065BR","05/08/2018",2744
"IP023467079BR","05/08/2018",2744
"IP023467082BR","05/08/2018",2745
"IP023467096BR","05/08/2018",2745
"IP023467105BR","05/08/2018",2745
"IP023467119BR","05/08/2018",2746
"IP023467122BR","05/08/2018",2747
"IP023467136BR","05/08/2018",2747
"IP023467140BR","05/08/2018",2748
"IP023467153BR","05/08/2018",2748
"IP023467167BR","05/08/2018",2748
"IP023467175BR","05/08/2018",2749
"IP023467184BR","05/08/2018",2749
"IP023467198BR","05/08/2018",2749
"IP023467207BR","05/08/2018",2749
"IP023467215BR","05/08/2018",2750
"IP023467224BR","05/08/2018",2750
"IP023467238BR","05/08/2018",2750
"IP023467241BR","05/08/2018",2751
"IP023467255BR","05/08/2018",2751
"IP023467269BR","05/08/2018",2751
"IP023467272BR","05/08/2018",2752
"IP023467286BR","05/08/2018",2752
"IP023467290BR","05/08/2018",2752
"IP023467309BR","05/08/2018",2753
"IP023467312BR","05/08/2018",2753
"IP023467326BR","05/08/2018",2754
"IP023467330BR","05/08/2018",2754
"IP023467343BR","05/08/2018",2755
"IP023467357BR","05/08/2018",2755
"IP023467365BR","05/08/2018",2756
"IP023467374BR","05/08/2018",2756
"IP023467388BR","05/08/2018",2757
"IP023467391BR","05/08/2018",2757
"IP023467405BR","05/08/2018",2758
"IP023467414BR","05/08/2018",2758
"IP023467428BR","05/08/2018",2759
"IP023467431BR","05/08/2018",2760
"IP023467445BR","05/08/2018",2760
"IP023467459BR","05/08/2018",2761
"IP023467462BR","05/08/2018",2761
"IP023467476BR","05/08/2018",2761
"IP023467480BR","05/08/2018",2762
"IP023467493BR","05/08/2018",2762
"IP023467502BR","05/08/2018",2762
"IP023467516BR","05/08/2018",2762
"IP023467520BR","05/08/2018",2763
"IP023467533BR","05/08/2018",2763
"IP023467547BR","05/08/2018",2764
"IP023467555BR","05/08/2018",2765
"IP023467564BR","05/08/2018",2765
"IP023467578BR","05/08/2018",2765
"IP023467581BR","05/08/2018",2766
"IP023467595BR","05/08/2018",2766
"IP023467604BR","05/08/2018",2767
"IP023467618BR","05/08/2018",2767
"IP023467621BR","05/08/2018",2767
"IP023467635BR","05/08/2018",2767
"IP023467649BR","05/08/2018",2768
"IP023467652BR","05/08/2018",2768
"IP023467666BR","05/08/2018",2768
"IP023467670BR","05/08/2018",2769
"IP023467683BR","05/08/2018",2769
"IP023467697BR","05/08/2018",2769
"IP023467706BR","05/08/2018",2769
"IP023467710BR","05/08/2018",2770
"IP023467723BR","05/08/2018",2770
"IP023467737BR","05/08/2018",2770
"IP023467745BR","05/08/2018",2770
"IP023467754BR","05/08/2018",2771
"IP023467768BR","05/08/2018",2771
