Objeto,Data,GEO_ID
"IP023451269BR","05/08/2018",2418
"IP023451272BR","05/08/2018",2419
"IP023451286BR","05/08/2018",2419
"IP023451290BR","05/08/2018",2420
"IP023451309BR","05/08/2018",2420
"IP023451312BR","05/08/2018",2420
"IP023451326BR","05/08/2018",2421
"IP023451330BR","05/08/2018",2421
"IP023451343BR","05/08/2018",2422
"IP023451357BR","05/08/2018",2423
"IP023451365BR","05/08/2018",2423
"IP023451374BR","05/08/2018",2423
"IP023451388BR","05/08/2018",2423
"IP023451391BR","05/08/2018",2424
"IP023451405BR","05/08/2018",2424
"IP023451414BR","05/08/2018",2424
"IP023451428BR","05/08/2018",2425
"IP023451431BR","05/08/2018",2425
"IP023451445BR","05/08/2018",2426
"IP023451459BR","05/08/2018",2426
"IP023451462BR","05/08/2018",2427
"IP023451476BR","05/08/2018",2427
"IP023451480BR","05/08/2018",2427
"IP023451493BR","05/08/2018",2427
"IP023451502BR","05/08/2018",2428
"IP023451516BR","05/08/2018",2428
"IP023451520BR","05/08/2018",2428
"IP023451533BR","05/08/2018",2429
"IP023451547BR","05/08/2018",2429
"IP023451555BR","05/08/2018",2429
"IP023451564BR","05/08/2018",2430
"IP023451578BR","05/08/2018",2430
"IP023451581BR","05/08/2018",2430
"IP023451595BR","05/08/2018",2431
"IP023451604BR","05/08/2018",2432
"IP023451618BR","05/08/2018",2432
"IP023451621BR","05/08/2018",2432
"IP023451635BR","05/08/2018",2433
"IP023451649BR","05/08/2018",2433
"IP023451652BR","05/08/2018",2434
"IP023451666BR","05/08/2018",2435
"IP023451670BR","05/08/2018",2436
"IP023451683BR","05/08/2018",2436
"IP023451697BR","05/08/2018",2436
"IP023451706BR","05/08/2018",2437
"IP023451710BR","05/08/2018",2438
"IP023455610BR","05/08/2018",2537
"IP023455623BR","05/08/2018",2537
"IP023455637BR","05/08/2018",2537
"IP023455645BR","05/08/2018",2537
"IP023455654BR","05/08/2018",2538
"IP023455668BR","05/08/2018",2538
"IP023455671BR","05/08/2018",2538
"IP023455685BR","05/08/2018",2539
"IP023455699BR","05/08/2018",2539
"IP023455708BR","05/08/2018",2540
"IP023455711BR","05/08/2018",2540
"IP023455725BR","05/08/2018",2541
"IP023455739BR","05/08/2018",2542
"IP023455742BR","05/08/2018",2542
"IP023455756BR","05/08/2018",2542
"IP023455760BR","05/08/2018",2542
"IP023455773BR","05/08/2018",2543
"IP023455787BR","05/08/2018",2544
"IP023455795BR","05/08/2018",2544
"IP023455800BR","05/08/2018",2545
"IP023455813BR","05/08/2018",2545
"IP023455827BR","05/08/2018",2545
"IP023455835BR","05/08/2018",2546
"IP023455844BR","05/08/2018",2546
"IP023455858BR","05/08/2018",2546
"IP023455861BR","05/08/2018",2547
"IP023455875BR","05/08/2018",2547
"IP023455889BR","05/08/2018",2547
"IP023455892BR","05/08/2018",2548
"IP023455901BR","05/08/2018",2548
"IP023455915BR","05/08/2018",2549
"IP023455929BR","05/08/2018",2549
"IP023455932BR","05/08/2018",2549
"IP023455946BR","05/08/2018",2550
"IP023455950BR","05/08/2018",2550
"IP023455963BR","05/08/2018",2551
"IP023455977BR","05/08/2018",2551
"IP023455985BR","05/08/2018",2551
"IP023455994BR","05/08/2018",2551
"IP023456005BR","05/08/2018",2552
"IP023456014BR","05/08/2018",2552
"IP023456028BR","05/08/2018",2552
"IP023456031BR","05/08/2018",2553
"IP023456045BR","05/08/2018",2553
"IP023456059BR","05/08/2018",2553
"IP023456062BR","05/08/2018",2554
"IP023456076BR","05/08/2018",2554
"IP023456080BR","05/08/2018",2555
"IP023456093BR","05/08/2018",2555
"IP023456102BR","05/08/2018",2555
"IP023456116BR","05/08/2018",2556
"IP023456120BR","05/08/2018",2556
"IP023456133BR","05/08/2018",2557
"IP023456147BR","05/08/2018",2557
"IP023456155BR","05/08/2018",2557
"IP023456164BR","05/08/2018",2558
"IP023456178BR","05/08/2018",2558
"IP023456181BR","05/08/2018",2559
"IP023456195BR","05/08/2018",2537
"IP023456204BR","05/08/2018",2537
"IP023456218BR","05/08/2018",2537
"IP023456221BR","05/08/2018",2537
"IP023456235BR","05/08/2018",2538
"IP023456249BR","05/08/2018",2538
"IP023456252BR","05/08/2018",2538
"IP023456266BR","05/08/2018",2538
"IP023456270BR","05/08/2018",2539
"IP023456283BR","05/08/2018",2539
"IP023456297BR","05/08/2018",2540
"IP023456306BR","05/08/2018",2540
"IP023456310BR","05/08/2018",2540
"IP023456323BR","05/08/2018",2541
"IP023456337BR","05/08/2018",2542
"IP023456345BR","05/08/2018",2542
"IP023456354BR","05/08/2018",2542
"IP023456368BR","05/08/2018",2542
"IP023456371BR","05/08/2018",2543
"IP023456385BR","05/08/2018",2544
"IP023456399BR","05/08/2018",2544
"IP023456408BR","05/08/2018",2545
"IP023456411BR","05/08/2018",2545
"IP023456425BR","05/08/2018",2545
"IP023456439BR","05/08/2018",2546
"IP023456442BR","05/08/2018",2546
"IP023456456BR","05/08/2018",2546
"IP023456460BR","05/08/2018",2547
"IP023456473BR","05/08/2018",2547
"IP023456487BR","05/08/2018",2547
"IP023456495BR","05/08/2018",2548
"IP023456500BR","05/08/2018",2548
"IP023456513BR","05/08/2018",2549
"IP023456527BR","05/08/2018",2549
"IP023456535BR","05/08/2018",2549
"IP023456544BR","05/08/2018",2550
"IP023456558BR","05/08/2018",2550
"IP023456561BR","05/08/2018",2551
"IP023456575BR","05/08/2018",2551
"IP023456589BR","05/08/2018",2551
"IP023456592BR","05/08/2018",2551
"IP023456601BR","05/08/2018",2551
"IP023456615BR","05/08/2018",2552
"IP023456629BR","05/08/2018",2552
"IP023456632BR","05/08/2018",2552
"IP023456646BR","05/08/2018",2552
"IP023456650BR","05/08/2018",2552
"IP023456663BR","05/08/2018",2553
"IP023456677BR","05/08/2018",2553
"IP023456685BR","05/08/2018",2553
"IP023456694BR","05/08/2018",2554
"IP023456703BR","05/08/2018",2554
"IP023456717BR","05/08/2018",2555
"IP023456725BR","05/08/2018",2555
"IP023456734BR","05/08/2018",2555
"IP023456748BR","05/08/2018",2556
"IP023456751BR","05/08/2018",2556
"IP023456765BR","05/08/2018",2557
"IP023456779BR","05/08/2018",2557
"IP023456782BR","05/08/2018",2557
"IP023456796BR","05/08/2018",2558
"IP023456805BR","05/08/2018",2558
"IP023456819BR","05/08/2018",2559
"IP023456822BR","05/08/2018",2560
"IP023456836BR","05/08/2018",2560
"IP023456840BR","05/08/2018",2560
"IP023456853BR","05/08/2018",2561
"IP023456867BR","05/08/2018",2561
"IP023456875BR","05/08/2018",2562
"IP023456884BR","05/08/2018",2563
"IP023456898BR","05/08/2018",2563
"IP023456907BR","05/08/2018",2564
"IP023456915BR","05/08/2018",2564
"IP023456924BR","05/08/2018",2564
"IP023456938BR","05/08/2018",2565
"IP023456941BR","05/08/2018",2565
"IP023456955BR","05/08/2018",2566
"IP023456969BR","05/08/2018",2566
"IP023456972BR","05/08/2018",2567
"IP023456986BR","05/08/2018",2568
"IP023456990BR","05/08/2018",2568
"IP023457006BR","05/08/2018",2568
"IP023457010BR","05/08/2018",2569
"IP023457023BR","05/08/2018",2569
"IP023457037BR","05/08/2018",2570
"IP023457045BR","05/08/2018",2571
"IP023457054BR","05/08/2018",2571
"IP023457068BR","05/08/2018",2572
"IP023457071BR","05/08/2018",2572
"IP023457085BR","05/08/2018",2573
"IP023457099BR","05/08/2018",2573
"IP023457108BR","05/08/2018",2574
"IP023457111BR","05/08/2018",2575
"IP023457125BR","05/08/2018",2575
"IP023457139BR","05/08/2018",2576
"IP023457142BR","05/08/2018",2577
"IP023457156BR","05/08/2018",2578
"IP023457160BR","05/08/2018",2579
"IP023457173BR","05/08/2018",2579
"IP023457187BR","05/08/2018",2580
"IP023457195BR","05/08/2018",2581
"IP023457200BR","05/08/2018",2582
"IP023457213BR","05/08/2018",2582
"IP023457227BR","05/08/2018",2583
"IP023457235BR","05/08/2018",2583
"IP023457244BR","05/08/2018",2584
"IP023457258BR","05/08/2018",2585
"IP023457261BR","05/08/2018",2585
"IP023457275BR","05/08/2018",2586
"IP023457289BR","05/08/2018",2586
"IP023457292BR","05/08/2018",2587
"IP023457301BR","05/08/2018",2587
"IP023457315BR","05/08/2018",2587
"IP023457329BR","05/08/2018",2587
"IP023457332BR","05/08/2018",2588
"IP023457346BR","05/08/2018",2588
"IP023457350BR","05/08/2018",2588
"IP023457363BR","05/08/2018",2588
"IP023457377BR","05/08/2018",2589
"IP023457385BR","05/08/2018",2589
"IP023457394BR","05/08/2018",2589
"IP023457403BR","05/08/2018",2589
"IP023457417BR","05/08/2018",2590
"IP023457425BR","05/08/2018",2590
"IP023457434BR","05/08/2018",2590
"IP023457448BR","05/08/2018",2590
"IP023457451BR","05/08/2018",2591
"IP023457465BR","05/08/2018",2591
"IP023457479BR","05/08/2018",2591
"IP023457482BR","05/08/2018",2592
"IP023457496BR","05/08/2018",2592
"IP023457505BR","05/08/2018",2593
"IP023457519BR","05/08/2018",2593
"IP023457522BR","05/08/2018",2593
"IP023457536BR","05/08/2018",2594
"IP023457540BR","05/08/2018",2594
"IP023457553BR","05/08/2018",2594
"IP023457567BR","05/08/2018",2595
"IP023457575BR","05/08/2018",2595
"IP023457584BR","05/08/2018",2595
"IP023457598BR","05/08/2018",2595
"IP023457607BR","05/08/2018",2596
"IP023457615BR","05/08/2018",2597
"IP023457624BR","05/08/2018",2597
"IP023457638BR","05/08/2018",2598
"IP023457641BR","05/08/2018",2598
"IP023457655BR","05/08/2018",2599
"IP023457669BR","05/08/2018",2599
"IP023457672BR","05/08/2018",2599
"IP023457686BR","05/08/2018",2600
"IP023457690BR","05/08/2018",2600
"IP023457709BR","05/08/2018",2600
"IP023457712BR","05/08/2018",2601
"IP023457726BR","05/08/2018",2601
"IP023457730BR","05/08/2018",2602
"IP023457743BR","05/08/2018",2602
"IP023457757BR","05/08/2018",2603
"IP023457765BR","05/08/2018",2603
"IP023457774BR","05/08/2018",2604
"IP023457788BR","05/08/2018",2604
"IP023457791BR","05/08/2018",2605
"IP023457805BR","05/08/2018",2605
"IP023457814BR","05/08/2018",2606
"IP023457828BR","05/08/2018",2606
"IP023457831BR","05/08/2018",2606
"IP023457845BR","05/08/2018",2606
"IP023457859BR","05/08/2018",2607
"IP023457862BR","05/08/2018",2608
"IP023457876BR","05/08/2018",2609
"IP023457880BR","05/08/2018",2609
"IP023457893BR","05/08/2018",2609
"IP023457902BR","05/08/2018",2610
"IP023457916BR","05/08/2018",2610
"IP023457920BR","05/08/2018",2610
"IP023457933BR","05/08/2018",2610
"IP023457947BR","05/08/2018",2611
"IP023457955BR","05/08/2018",2611
"IP023457964BR","05/08/2018",2611
"IP023457978BR","05/08/2018",2611
"IP023457981BR","05/08/2018",2612
"IP023457995BR","05/08/2018",2612
"IP023458001BR","05/08/2018",2613
"IP023458015BR","05/08/2018",2613
"IP023458029BR","05/08/2018",2613
"IP023458032BR","05/08/2018",2614
"IP023458046BR","05/08/2018",2615
"IP023458050BR","05/08/2018",2615
"IP023458063BR","05/08/2018",2616
"IP023458077BR","05/08/2018",2616
"IP023458085BR","05/08/2018",2616
"IP023458094BR","05/08/2018",2617
"IP023458103BR","05/08/2018",2617
"IP023458117BR","05/08/2018",2617
"IP023458125BR","05/08/2018",2618
"IP023458134BR","05/08/2018",2618
"IP023458148BR","05/08/2018",2618
"IP023458151BR","05/08/2018",2619
"IP023458165BR","05/08/2018",2619
"IP023458179BR","05/08/2018",2619
"IP023458182BR","05/08/2018",2620
"IP023458196BR","05/08/2018",2620
"IP023458205BR","05/08/2018",2621
"IP023458219BR","05/08/2018",2622
"IP023458222BR","05/08/2018",2622
"IP023458236BR","05/08/2018",2622
"IP023458240BR","05/08/2018",2623
"IP023458253BR","05/08/2018",2624
"IP023458267BR","05/08/2018",2624
"IP023458275BR","05/08/2018",2625
"IP023458284BR","05/08/2018",2625
"IP023458298BR","05/08/2018",2625
"IP023458307BR","05/08/2018",2626
"IP023458315BR","05/08/2018",2626
"IP023458324BR","05/08/2018",2627
"IP023458338BR","05/08/2018",2627
"IP023458341BR","05/08/2018",2627
"IP023458355BR","05/08/2018",2628
"IP023458369BR","05/08/2018",2628
"IP023458372BR","05/08/2018",2628
"IP023458386BR","05/08/2018",2629
"IP023458390BR","05/08/2018",2629
"IP023458409BR","05/08/2018",2629
"IP023458412BR","05/08/2018",2630
"IP023458426BR","05/08/2018",2630
"IP023458430BR","05/08/2018",2630
"IP023458443BR","05/08/2018",2630
"IP023458457BR","05/08/2018",2631
"IP023458465BR","05/08/2018",2631
"IP023458474BR","05/08/2018",2632
"IP023458488BR","05/08/2018",2632
"IP023458491BR","05/08/2018",2632
"IP023458505BR","05/08/2018",2632
"IP023458514BR","05/08/2018",2633
"IP023458528BR","05/08/2018",2634
"IP023458531BR","05/08/2018",2634
"IP023458545BR","05/08/2018",2635
"IP023458559BR","05/08/2018",2635
"IP023458562BR","05/08/2018",2635
"IP023458576BR","05/08/2018",2635
"IP023458580BR","05/08/2018",2636
"IP023458593BR","05/08/2018",2636
"IP023458602BR","05/08/2018",2636
"IP023458616BR","05/08/2018",2637
"IP023458620BR","05/08/2018",2637
"IP023458633BR","05/08/2018",2637
"IP023458647BR","05/08/2018",2637
"IP023458655BR","05/08/2018",2638
"IP023458664BR","05/08/2018",2638
"IP023458678BR","05/08/2018",2638
"IP023458681BR","05/08/2018",2639
"IP023458695BR","05/08/2018",2639
"IP023458704BR","05/08/2018",2639
"IP023458718BR","05/08/2018",2640
"IP023458721BR","05/08/2018",2640
"IP023458735BR","05/08/2018",2640
"IP023458749BR","05/08/2018",2641
"IP023458752BR","05/08/2018",2641
"IP023458766BR","05/08/2018",2642
"IP023458770BR","05/08/2018",2643
"IP023458783BR","05/08/2018",2643
"IP023458797BR","05/08/2018",2643
"IP023458806BR","05/08/2018",2644
"IP023458810BR","05/08/2018",2644
"IP023458823BR","05/08/2018",2644
"IP023458837BR","05/08/2018",2645
"IP023458845BR","05/08/2018",2645
"IP023458854BR","05/08/2018",2646
"IP023458868BR","05/08/2018",2646
"IP023458871BR","05/08/2018",2647
"IP023458885BR","05/08/2018",2648
"IP023458899BR","05/08/2018",2649
"IP023458908BR","05/08/2018",2649
"IP023458911BR","05/08/2018",2649
"IP023458925BR","05/08/2018",2650
"IP023458939BR","05/08/2018",2650
"IP023458942BR","05/08/2018",2651
"IP023458956BR","05/08/2018",2651
"IP023458960BR","05/08/2018",2652
"IP023458973BR","05/08/2018",2652
"IP023458987BR","05/08/2018",2653
"IP023458995BR","05/08/2018",2653
"IP023459007BR","05/08/2018",2654
"IP023459015BR","05/08/2018",2654
"IP023459024BR","05/08/2018",2655
"IP023459038BR","05/08/2018",2655
"IP023459041BR","05/08/2018",2656
"IP023459055BR","05/08/2018",2656
"IP023459069BR","05/08/2018",2657
"IP023459072BR","05/08/2018",2657
"IP023459086BR","05/08/2018",2658
"IP023459090BR","05/08/2018",2659
"IP023459109BR","05/08/2018",2659
"IP023459112BR","05/08/2018",2660
"IP023459126BR","05/08/2018",2661
"IP023459130BR","05/08/2018",2662
"IP023459143BR","05/08/2018",2663
"IP023459157BR","05/08/2018",2663
"IP023459165BR","05/08/2018",2664
"IP023459174BR","05/08/2018",2664
"IP023459188BR","05/08/2018",2665
"IP023459191BR","05/08/2018",2666
"IP023459205BR","05/08/2018",2666
"IP023459214BR","05/08/2018",2667
"IP023459228BR","05/08/2018",2667
"IP023459231BR","05/08/2018",2667
"IP023459245BR","05/08/2018",2668
"IP023459259BR","05/08/2018",2668
"IP023459262BR","05/08/2018",2668
"IP023459276BR","05/08/2018",2669
"IP023459280BR","05/08/2018",2669
"IP023459293BR","05/08/2018",2670
"IP023459302BR","05/08/2018",2670
"IP023459316BR","05/08/2018",2671
"IP023459320BR","05/08/2018",2671
"IP023459333BR","05/08/2018",2671
"IP023459347BR","05/08/2018",2671
"IP023459355BR","05/08/2018",2671
"IP023459364BR","05/08/2018",2672
"IP023459378BR","05/08/2018",2673
"IP023459381BR","05/08/2018",2673
"IP023459395BR","05/08/2018",2673
"IP023459404BR","05/08/2018",2674
"IP023459418BR","05/08/2018",2674
"IP023459421BR","05/08/2018",2675
"IP023459435BR","05/08/2018",2675
"IP023459449BR","05/08/2018",2676
"IP023459452BR","05/08/2018",2677
"IP023459466BR","05/08/2018",2677
"IP023459470BR","05/08/2018",2678
"IP023459483BR","05/08/2018",2679
"IP023459497BR","05/08/2018",2679
"IP023459506BR","05/08/2018",2679
"IP023459510BR","05/08/2018",2679
"IP023459523BR","05/08/2018",2680
"IP023459537BR","05/08/2018",2681
"IP023459545BR","05/08/2018",2682
"IP023459554BR","05/08/2018",2683
"IP023459568BR","05/08/2018",2683
"IP023459571BR","05/08/2018",2684
"IP023459585BR","05/08/2018",2684
"IP023459599BR","05/08/2018",2684
"IP023459608BR","05/08/2018",2685
"IP023459611BR","05/08/2018",2685
"IP023459625BR","05/08/2018",2686
"IP023459639BR","05/08/2018",2686
"IP023459642BR","05/08/2018",2687
"IP023459656BR","05/08/2018",2687
"IP023459660BR","05/08/2018",2687
"IP023459673BR","05/08/2018",2688
"IP023459687BR","05/08/2018",2688
"IP023459695BR","05/08/2018",2688
"IP023459700BR","05/08/2018",2689
"IP023459713BR","05/08/2018",2689
"IP023459727BR","05/08/2018",2690
"IP023459735BR","05/08/2018",2690
"IP023459744BR","05/08/2018",2691
"IP023459758BR","05/08/2018",2691
"IP023459761BR","05/08/2018",2691
"IP023459775BR","05/08/2018",2691
"IP023459789BR","05/08/2018",2692
"IP023459792BR","05/08/2018",2692
"IP023459801BR","05/08/2018",2693
"IP023459815BR","05/08/2018",2694
"IP023459829BR","05/08/2018",2694
"IP023459832BR","05/08/2018",2694
"IP023459846BR","05/08/2018",2695
"IP023459850BR","05/08/2018",2695
"IP023459863BR","05/08/2018",2695
"IP023459877BR","05/08/2018",2696
"IP023459885BR","05/08/2018",2696
"IP023459894BR","05/08/2018",2697
"IP023459903BR","05/08/2018",2697
"IP023459917BR","05/08/2018",2698
"IP023459925BR","05/08/2018",2698
"IP023459934BR","05/08/2018",2698
"IP023459948BR","05/08/2018",2699
"IP023459951BR","05/08/2018",2699
"IP023459965BR","05/08/2018",2699
"IP023459979BR","05/08/2018",2700
"IP023459982BR","05/08/2018",2700
"IP023459996BR","05/08/2018",2700
"IP023460005BR","05/08/2018",2700
"IP023460019BR","05/08/2018",2701
"IP023460022BR","05/08/2018",2701
"IP023460036BR","05/08/2018",2702
"IP023460040BR","05/08/2018",2702
"IP023460053BR","05/08/2018",2702
"IP023460067BR","05/08/2018",2703
"IP023460075BR","05/08/2018",2703
"IP023460084BR","05/08/2018",2704
"IP023460098BR","05/08/2018",2704
"IP023460107BR","05/08/2018",2705
"IP023460115BR","05/08/2018",2706
"IP023460124BR","05/08/2018",2706
"IP023460138BR","05/08/2018",2706
"IP023460141BR","05/08/2018",2706
"IP023460155BR","05/08/2018",2707
"IP023460169BR","05/08/2018",2707
"IP023460172BR","05/08/2018",2707
"IP023460186BR","05/08/2018",2707
"IP023460190BR","05/08/2018",2708
"IP023460209BR","05/08/2018",2708
"IP023460212BR","05/08/2018",2709
"IP023460226BR","05/08/2018",2709
"IP023460230BR","05/08/2018",2710
"IP023460243BR","05/08/2018",2710
"IP023460257BR","05/08/2018",2711
"IP023460265BR","05/08/2018",2711
"IP023460274BR","05/08/2018",2711
"IP023460288BR","05/08/2018",2711
"IP023460291BR","05/08/2018",2711
"IP023460305BR","05/08/2018",2712
"IP023460314BR","05/08/2018",2712
"IP023460328BR","05/08/2018",2712
"IP023460331BR","05/08/2018",2713
"IP023460345BR","05/08/2018",2714
"IP023460359BR","05/08/2018",2714
"IP023460362BR","05/08/2018",2715
"IP023460376BR","05/08/2018",2715
"IP023460380BR","05/08/2018",2716
"IP023460393BR","05/08/2018",2716
"IP023460402BR","05/08/2018",2717
